name,category,parent,synonyms,finding_type,finding_cluster,oifm_id
lung_abnormality,lung,,,,,OIFM_MSFT_737122
pulmonary_lesion,lung,lung_abnormality,,,,
airspace_opacity,lung,lung_abnormality,,observation,,
lung_postsurgical_change,lung,,,,,
pulmonary_nodule,lung,pulmonary_lesion,"Pulm nodule, lung nodule",observation,,OIFM_CDE_000195
pulmonary_hamartoma,lung,pulmonary_neoplasm,Hamartoma,diagnosis,,
calcified_granuloma,lung,pulmonary_granuloma,,diagnosis,,OIFM_MGB_314652
pulmonary_cyst,lung,pulmonary_lesion,,observation,,
consolidation,lung,airspace_opacity,"Airspace consolidation,Consolidative opacity",observation,,
air_trapping,lung,lung_abnormality,,observation,,
pulmonary_scarring,lung,lung_abnormality,"Apical scarring, Biapical scarring, Scarring,Parenchymal scarring",observation,,
honeycombing,lung,lung_abnormality,,observation,,
interlobular_septal_thickening,lung,lung_abnormality,,observation,,
intraparenchymal_lymph_node,lung,lung_abnormality,Intrapulmonary lymph node,observation,,OIFM_MGB_892782
emphysema,lung,lung_abnormality,Emphysematous changes,observation,,OIFM_OIDM_002082
tree_in_bud_opacity,lung,lung_abnormality,"Tree-in-bud pattern,Tree-in-bud nodules,Tree-in-bud nodularity,Tree-in-bud appearance",observation,,
reticular_opacity,lung,lung_abnormality,"Reticulation, Reticular pattern, Subpleural reticular opacity",observation,,
usual_interstitial_pneumonia,lung,pulmonary_fibrosis,UIP,diagnosis,,
radiation_fibrosis,lung,pulmonary_fibrosis,,diagnosis,,
wedge_resection,lung,pulmonary_resection,,observation,,OIFM_MGB_893730
lobectomy,lung,pulmonary_resection,,observation,,OIFM_MGB_340276
airway_abnormality,airway,,,,,OIFM_OIDM_449436
tracheal_abnormality,airway,airway_abnormality,,,,
bronchial_abnormality,airway,airway_abnormality,,,,
airway_anatomic_variant,airway,,,,,
tracheal_calcification,airway,tracheal_abnormality,,observation,,OIFM_OIDM_861352
tracheal_deviation,airway,tracheal_abnormality,,observation,,
tracheal_dilation,airway,tracheal_abnormality,Tracheomegaly,observation,,
tracheal_diverticulum,airway,tracheal_abnormality,Paratracheal diverticulum,observation,,OIFM_OIDM_554402
tracheal_secretions,airway,tracheal_abnormality,Tracheal mucus,observation,,
tracheal_stenosis,airway,tracheal_abnormality,,observation,,OIFM_OIDM_620490
tracheal_thickening,airway,tracheal_abnormality,Tracheal wall thickening,observation,,
tracheal_lesion,airway,tracheal_abnormality,Tracheal mass,,,
saber_sheath_trachea,airway,tracheal_abnormality,,observation,,OIFM_MGB_078804
tracheomalacia,airway,expiratory_central_airway_collapse,Tracheobronchomalacia,diagnosis,,OIFM_GMTS_022616
bronchial_secretions,airway,bronchial_abnormality,,observation,,
bronchial_stenosis,airway,bronchial_abnormality,,observation,,
bronchial_wall_thickening,airway,bronchial_abnormality,bronchial thickening,observation,,OIFM_OIDM_961282
bronchial_occlusion,airway,bronchial_abnormality,,observation,,OIFM_OIDM_131660
mucus_plugging,airway,bronchial_abnormality,"Mucoid impaction,Mucous plugging,Mucous plug",observation,,
endobronchial_lesion,airway,bronchial_abnormality,Endobronchial mass,observation,,
bronchiectasis,airway,bronchial_abnormality,,observation,,OIFM_GMTS_013943
bronchiolectasis,airway,bronchiectasis,,observation,,OIFM_MGB_178167
traction_bronchiectasis,airway,bronchiectasis,,observation,,
bronchial_atresia,airway,bronchial_abnormality,,diagnosis,,
bronchogenic_cyst,mediastinum,mediastinal_cyst,,diagnosis,,
tracheal_bronchus,airway,airway_anatomic_variant,,observation,,
pleural_abnormality,pleura,,,,,OIFM_MSFT_213340
pleural_effusion,pleura,pleural_abnormality,"Hydrothorax, Pleural fluid",observation,,OIFM_CDE_000254
pleural_thickening,pleura,pleural_abnormality,,observation,,OIFM_GMTS_015999
pleural_lesion,pleura,pleural_abnormality,"Pleural mass, Pleural-based mass",,,
pneumothorax,pleura,pleural_abnormality,PTX,,,OIFM_GMTS_023339
extrapleural_fat_deposition,pleura,pleural_abnormality,,observation,,
pleural_anatomic_variant,pleura,,,,,
azygos_fissure,pleura,pleural_anatomic_variant,Azygous fissure,observation,,OIFM_OIDM_149725
cardiac_abnormality,cardiac,,,,,OIFM_MSFT_247688
cardiac_chamber_enlargement,cardiac,cardiac_abnormality,,observation,,
cardiac_postsurgical_change,cardiac,,,,,
left_atrial_enlargement,cardiac,cardiac_chamber_enlargement,"LA enlargement, dilated left atrium",observation,,OIFM_GMTS_003695
right_atrial_enlargement,cardiac,cardiac_chamber_enlargement,RA enlargement,observation,,OIFM_GMTS_013602
left_ventricular_enlargement,cardiac,cardiac_chamber_enlargement,LV enlargement,observation,,OIFM_GMTS_013685
right_ventricular_enlargement,cardiac,cardiac_chamber_enlargement,RV enlargement,observation,,OIFM_OIDM_197053
left_ventricular_hypertrophy,cardiac,cardiac_abnormality,"LV hypertrophy,LVH",observation,,
left_ventricular_aneurysm,cardiac,cardiac_abnormality,LV aneurysm,observation,,
cardiac_thrombus,cardiac,cardiac_lesion,,observation,,
coronary_artery_calcification,cardiac,cardiac_calcification,"Coronary calcification, coronary arterial calcification",observation,,
papillary_muscle_calcification,cardiac,cardiac_calcification,ventricular papillary muscle calcification,observation,,
valvular_calcification,cardiac,cardiac_calcification,,observation,,
annular_calcification,cardiac,cardiac_calcification,,observation,,
right_heart_strain,cardiac,cardiac_abnormality,,diagnosis,,OIFM_MGB_068942
subendocardial_fatty_metaplasia,cardiac,cardiac_abnormality,,diagnosis,,
lipomatous_atrial_septal_hypertrophy,cardiac,cardiac_abnormality,LASH,diagnosis,,
papillary_fibroelastoma,cardiac,cardiac_lesion,Fibroelastoma,diagnosis,,
coronary_artery_bypass_graft,cardiac,cardiac_postsurgical_change,CABG,observation,,
cardiac_transplant,cardiac,cardiac_postsurgical_change,"Orthotopic heart transplant, Heart transplant",observation,,
cardiac_anatomic_variant,cardiac,,,,,
atrial_septal_defect,cardiac,cardiac_abnormality,ASD,diagnosis,,
ventricular_septal_defect,cardiac,cardiac_abnormality,VSD,diagnosis,,OIFM_GMTS_013463
cardiac_lesion,cardiac,cardiac_abnormality,"Cardiac mass,Intracardiac mass",,,
cardiac_calcification,cardiac,cardiac_abnormality,,observation,,OIFM_GMTS_022533
cardiomegaly,cardiac,cardiac_abnormality,"Enlarged cardiac silhouette,Enlarged heart",observation,,OIFM_GMTS_022537
interventricular_septal_bowing,cardiac,cardiac_abnormality,"Septal flattening,Flattening of the interventricular septum",observation,,
myocardial_infarct,cardiac,cardiac_abnormality,"MI,Myocardial infarction",diagnosis,,
subendocardial_hypoattenuation,cardiac,cardiac_abnormality,,observation,,
myocardial_thinning,cardiac,cardiac_abnormality,,observation,,
cardiac_myxoma,cardiac,cardiac_lesion,,diagnosis,,
cardiac_metastasis,cardiac,cardiac_lesion,,diagnosis,,
patent_foramen_ovale,cardiac,cardiac_anatomic_variant,PFO,observation,,
bicuspid_aortic_valve,cardiac,cardiac_anatomic_variant,,observation,,
surgical_repair_of_congenital_heart_disease,cardiac,cardiac_postsurgical_change,,observation,,
replaced_cardiac_valve,cardiac,cardiac_postsurgical_change,,observation,,OIFM_MGB_064245
aortic_valve_replacement,cardiac,replaced_cardiac_valve,aortic valve replacement prosthesis,observation,,OIFM_MGB_611597
mitral_valve_replacement,cardiac,replaced_cardiac_valve,,observation,,OIFM_OIDM_188608
pulmonary_valve_replacement,cardiac,replaced_cardiac_valve,,observation,,
tricuspid_valve_replacement,cardiac,replaced_cardiac_valve,,observation,,
pericardial_abnormality,pericardium,,,,,
pericardial_effusion,pericardium,pericardial_abnormality,Pericardial fluid,observation,,OIFM_GMTS_003706
pericardial_thickening,pericardium,pericardial_abnormality,,observation,,
pericardial_calcification,pericardium,pericardial_abnormality,,observation,,OIFM_GMTS_013823
pericardial_lesion,pericardium,pericardial_abnormality,Pericardial mass,,,
pericardial_cyst,pericardium,pericardial_lesion,,diagnosis,,OIFM_OIDM_660228
mediastinal_abnormality,mediastinum,,,,,OIFM_OIDM_645628
mediastinal_lesion,mediastinum,mediastinal_abnormality,,,,
mediastinal_cyst,mediastinum,mediastinal_lesion,mediastinal cystic lesion,,,
mediastinal_fat_stranding,mediastinum,mediastinal_abnormality,,observation,,OIFM_MGB_013279
mediastinal_fluid_collection,mediastinum,mediastinal_abnormality,mediastinal fluid,observation,,OIFM_MGB_324313
pneumomediastinum,mediastinum,mediastinal_abnormality,,observation,,OIFM_GMTS_023340
mediastinal_calcification,mediastinum,mediastinal_abnormality,,observation,,
mediastinal_hematoma,mediastinum,mediastinal_abnormality,,observation,,
residual_thymus,mediastinum,mediastinal_anatomic_variant,"thymic remnant, residual thymic tissue",observation,,
diaphragmatic_abnormality,diaphragm,,,,,OIFM_OIDM_705569
diaphragmatic_hernia,diaphragm,diaphragmatic_abnormality,,,,OIFM_GMTS_022456
bochdalek_hernia,diaphragm,diaphragmatic_hernia,,diagnosis,,
morgagni_hernia,diaphragm,diaphragmatic_hernia,Anterior diaphragmatic hernia,diagnosis,,
hiatal_hernia,diaphragm,diaphragmatic_hernia,Hiatus hernia,observation,,OIFM_OIDM_907498
thyroid_abnormality,thyroid,,,,,
thyroid_nodule,thyroid,thyroid_lesion,thyroid gland nodule,observation,,
thyroid_calcification,thyroid,thyroid_abnormality,,observation,,
thyromegaly,thyroid,thyroid_abnormality,"Thyroid enlargement, Goiter, enlarged thyroid gland",observation,,
thyroid_atrophy,thyroid,thyroid_abnormality,"Atrophic thyroid, atrophic thyroid gland, hypotrophic thyroid",observation,,
thyroid_postsurgical_change,thyroid,,,,,
thyroidectomy,thyroid,thyroid_postsurgical_change,"thyroidectomy surgical changes, thyroidectomy changes, postsurgical changes of thyroidectomy, postsurgical changes from thyroidectomy, postsurgical changes status post thyroidectomy, postsurgical change from thyroidectomy",observation,,OIFM_MGB_831139
breast_abnormality,breast,,,,,
breast_lesion,breast,breast_abnormality,"Breast mass, breast nodule",observation,,
breast_calcification,breast,breast_abnormality,calcifications within the breast,observation,,
breast_skin_thickening,breast,breast_abnormality,"breast cutaneous thickening, breast thickening",observation,,OIFM_MGB_868841
gynecomastia,breast,breast_abnormality,,observation,,OIFM_MGB_789280
breast_postsurgical_change,breast,,"breast post surgical changes, breast posttreatment change, breast postprocedural change",,,
mastectomy,breast,breast_postsurgical_change,"mastectomy with postsurgical changes, mastectomy surgical changes",observation,,OIFM_MGB_089921
hepatobiliary_abnormality,hepatobiliary,,,,,
liver_abnormality,hepatobiliary,hepatobiliary_abnormality,Hepatic abnormality,,,
hepatic_lesion,hepatobiliary,liver_abnormality,"Hepatic mass, Focal hepatic lesion, Liver lesion, Liver mass",,,OIFM_OIDM_160831
hepatic_steatosis,hepatobiliary,liver_abnormality,"Fatty liver, Fatty infiltration of the liver",observation,,
hepatic_vascular_abnormality,hepatobiliary,liver_abnormality,,,,
hepatic_anatomic_variant,hepatobiliary,hepatobiliary_anatomic_variant,,,,
hepatic_postsurgical_change,hepatobiliary,hepatobiliary_postsurgical_change,,,,
hepatic_neoplasm,hepatobiliary,hepatic_lesion,,,,
hepatocellular_carcinoma,hepatobiliary,hepatic_neoplasm,HCC,diagnosis,,
intrahepatic_cholangiocarcinoma,hepatobiliary,hepatic_neoplasm,cholangiocarcinoma,diagnosis,,
hepatic_metastasis,hepatobiliary,hepatic_neoplasm,,diagnosis,,
hepatocellular_adenoma,hepatobiliary,hepatic_neoplasm,,diagnosis,,
focal_nodular_hyperplasia,hepatobiliary,hepatic_lesion,FNH,diagnosis,,
hepatic_hemangioma,hepatobiliary,hepatic_vascular_abnormality,,diagnosis,,OIFM_MGB_397436
flash_filling_hemangioma,hepatobiliary,hepatic_hemangioma,,diagnosis,,
hepatic_lipoma,hepatobiliary,hepatic_neoplasm,,diagnosis,,
hepatic_abscess,hepatobiliary,hepatic_lesion,,diagnosis,,
hepatic_pseudoaneurysm,hepatobiliary,hepatic_lesion,,diagnosis,,
simple_hepatic_cyst,hepatobiliary,hepatic_lesion,Hepatic cyst,observation,,
hepatic_hypoattenuating_lesion,hepatobiliary,hepatic_lesion,"Hepatic hypodensity, hypodense hepatic lesion, hypoattenuating hepatic lesion",observation,,
regenerative_nodule,hepatobiliary,hepatic_lesion,,diagnosis,,
biliary_hamartoma,hepatobiliary,hepatic_lesion,von Meyenburg complex,diagnosis,,
hepatic_fatty_sparing,hepatobiliary,liver_abnormality,Focal fatty sparing,observation,,
hepatic_arteriovenous_malformation,hepatobiliary,hepatic_vascular_abnormality,Hepatic AVM,diagnosis,,
arterioportal_shunt,hepatobiliary,hepatic_vascular_abnormality,,diagnosis,,
portal_vein_thrombus,hepatobiliary,hepatic_vascular_abnormality,,observation,,
hepatic_vein_thrombus,hepatobiliary,hepatic_vascular_abnormality,,observation,,
portal_vein_dilation,hepatobiliary,hepatic_vascular_abnormality,Dilated portal vein,observation,,
cavernous_transformation_of_the_portal_vein,hepatobiliary,hepatic_vascular_abnormality,,diagnosis,,
umbilical_vein_recanalization,hepatobiliary,hepatic_vascular_abnormality,Recanalized periumbilical vein,observation,,
portal_venous_gas,hepatobiliary,hepatic_vascular_abnormality,,observation,,
intrahepatic_gas,hepatobiliary,liver_abnormality,,observation,,
cirrhotic_liver_morphology,hepatobiliary,liver_abnormality,"Cirrhotic morphology, Cirrhotic configuration, Cirrhotic appearance",observation,,
nodular_liver_contour,hepatobiliary,liver_abnormality,"nodular contour of the liver, nodular liver",observation,,
hepatomegaly,hepatobiliary,liver_abnormality,"Enlarged liver, hepatic enlargement",observation,,OIFM_GMTS_001845
hepatic_lobar_atrophy,hepatobiliary,liver_abnormality,,observation,,
hepatic_lobar_hypertrophy,hepatobiliary,liver_abnormality,,observation,,
heterogeneous_hepatic_attenuation,hepatobiliary,hepatic_attenuation_abnormality,,observation,,
increased_hepatic_attenuation,hepatobiliary,hepatic_attenuation_abnormality,"Hyperattenuating liver, Hyperdense liver",observation,,
hepatic_perfusion_defect,hepatobiliary,hepatic_perfusion_abnormality,,observation,,
transient_hepatic_attenuation_difference,hepatobiliary,hepatic_perfusion_abnormality,"THAD, Transient hepatic attenuation differences",observation,,
hepatic_subcapsular_enhancement,hepatobiliary,liver_abnormality,,observation,,
hepatic_capsular_enhancement,hepatobiliary,liver_abnormality,,observation,,
hepatic_capsular_retraction,hepatobiliary,liver_abnormality,Capsular retraction,observation,,
hepatic_calcified_granuloma,hepatobiliary,hepatic_lesion,,diagnosis,,
hepatic_parenchymal_calcification,hepatobiliary,liver_abnormality,,observation,,
perihepatic_fat_stranding,hepatobiliary,liver_abnormality,,observation,,
periportal_edema,hepatobiliary,liver_abnormality,,observation,,OIFM_GMTS_001731
fatty_attenuation_along_the_falciform_ligament,hepatobiliary,liver_abnormality,,observation,,
fatty_attenuation_along_the_gallbladder_fossa,hepatobiliary,liver_abnormality,,observation,,
hepatic_displacement,hepatobiliary,liver_abnormality,Displaced liver,observation,,
hepatic_laceration,hepatobiliary,liver_abnormality,"Fractured liver parenchyma,Hepatic fracture",observation,,
hepatic_subcapsular_hematoma,hepatobiliary,hepatic_hematoma,,observation,,
hepatic_intraparenchymal_hematoma,hepatobiliary,hepatic_hematoma,,observation,,
hepatic_subcapsular_fluid_collection,hepatobiliary,hepatic_fluid_collection,,observation,,
intrahepatic_fluid_collection,hepatobiliary,hepatic_fluid_collection,,observation,,
elongated_left_hepatic_lobe,hepatobiliary,hepatic_anatomic_variant,Beaver tail liver,observation,,
elongated_right_hepatic_lobe,hepatobiliary,hepatic_anatomic_variant,"Riedel lobe, Riedel's lobe",observation,,
hepatectomy,hepatobiliary,hepatic_postsurgical_change,,observation,,
hepatic_lobectomy,hepatobiliary,hepatic_postsurgical_change,,observation,,
hepatic_segmentectomy,hepatobiliary,hepatic_postsurgical_change,,observation,,
hepatic_ablation,hepatobiliary,hepatic_postsurgical_change,Hepatic ablation changes,observation,,
hepatic_embolization,hepatobiliary,hepatic_postsurgical_change,,observation,,
hepatic_transplant,hepatobiliary,hepatic_postsurgical_change,,observation,,
tips_stent,extrinsic,hardware,"Transjugular intrahepatic portosystemic shunt, TIPS",observation,,
gallbladder_abnormality,hepatobiliary,hepatobiliary_abnormality,,,,
gallbladder_anatomic_variant,hepatobiliary,hepatobiliary_anatomic_variant,,,,
gallbladder_postsurgical_change,hepatobiliary,hepatobiliary_postsurgical_change,,,,
bile_duct_abnormality,hepatobiliary,hepatobiliary_abnormality,Biliary ductal abnormality,,,
bile_duct_neoplasm,hepatobiliary,bile_duct_abnormality,,,,
extrahepatic_cholangiocarcinoma,hepatobiliary,bile_duct_neoplasm,,diagnosis,,
perihilar_cholangiocarcinoma,hepatobiliary,extrahepatic_cholangiocarcinoma,"Klatskin tumor, hilar cholangiocarcinoma",diagnosis,,
distal_cholangiocarcinoma,hepatobiliary,extrahepatic_cholangiocarcinoma,,diagnosis,,
ampullary_carcinoma,hepatobiliary,bile_duct_neoplasm,"ampullary adenocarcinoma, carcinoma of the ampulla of Vater",diagnosis,,
bile_duct_postsurgical_change,hepatobiliary,hepatobiliary_postsurgical_change,,,,
gallbladder_wall_thickening,hepatobiliary,gallbladder_wall_abnormality,,observation,,
gallbladder_mucosal_hyperenhancement,hepatobiliary,gallbladder_wall_abnormality,"gallbladder wall hyperenhancement, gallbladder wall enhancement, gallbladder wall hyperemia, hyperemia of the gallbladder, gallbladder mucosal hyperemia",observation,,
gallbladder_wall_hypoattenuation,hepatobiliary,gallbladder_wall_abnormality,,observation,,
gallbladder_wall_calcification,hepatobiliary,gallbladder_wall_abnormality,Porcelain gallbladder,observation,,
gallbladder_polyp,hepatobiliary,gallbladder_lesion,,observation,,
gallbladder_sludge,hepatobiliary,gallbladder_abnormality,,observation,,
gallbladder_subserosal_edema,hepatobiliary,gallbladder_wall_abnormality,,observation,,
gallbladder_hematoma,hepatobiliary,gallbladder_abnormality,,observation,,
gallbladder_hemorrhage,hepatobiliary,gallbladder_abnormality,,diagnosis,,
gallbladder_laceration,hepatobiliary,gallbladder_abnormality,,observation,,
gallbladder_lesion,hepatobiliary,gallbladder_abnormality,,,,
gallbladder_contraction,hepatobiliary,gallbladder_abnormality,Contracted gallbladder,observation,,
gallbladder_distension,hepatobiliary,gallbladder_abnormality,"Gallbladder distention, Distended gallbladder",observation,,
gallbladder_wall_discontinuity,hepatobiliary,gallbladder_wall_abnormality,"Gallbladder wall perforation, Discontinuity of the gallbladder wall",observation,,
gas_within_gallbladder_wall,hepatobiliary,gallbladder_wall_abnormality,,observation,,
fluid_collection_within_gallbladder_fossa,hepatobiliary,gallbladder_abnormality,,observation,,
pericholecystic_edema,hepatobiliary,gallbladder_abnormality,,observation,,
pericholecystic_fat_stranding,hepatobiliary,gallbladder_abnormality,,observation,,
cholelithiasis,hepatobiliary,gallbladder_abnormality,"Gallstones,Cholecystolithiasis,Gallstone",observation,,
gallstone_within_gallbladder_neck,hepatobiliary,cholelithiasis,,observation,,
adenomyomatosis,hepatobiliary,gallbladder_abnormality,,diagnosis,,
biloma,hepatobiliary,gallbladder_abnormality,,diagnosis,,
septate_gallbladder,hepatobiliary,gallbladder_anatomic_variant,,observation,,
folded_gallbladder_fundus,hepatobiliary,gallbladder_anatomic_variant,Phrygian cap,observation,,
cholecystectomy,hepatobiliary,gallbladder_postsurgical_change,surgically absent gallbladder,observation,,
cholecystectomy_clip,hepatobiliary,gallbladder_postsurgical_change,Cholecystectomy clips,observation,,
common_bile_duct_dilation,hepatobiliary,biliary_ductal_dilation,CBD dilation,observation,,
intrahepatic_biliary_ductal_dilation,hepatobiliary,biliary_ductal_dilation,,observation,,
biliary_stricture,hepatobiliary,bile_duct_abnormality,,observation,,
biliary_anastomotic_stricture,hepatobiliary,biliary_stricture,,observation,,
bile_duct_enhancement,hepatobiliary,bile_duct_abnormality,,observation,,
bile_duct_wall_thickening,hepatobiliary,bile_duct_abnormality,,observation,,
bile_duct_injury,hepatobiliary,bile_duct_abnormality,,observation,,
biliary_wall_calcification,hepatobiliary,bile_duct_abnormality,,observation,,
bile_duct_beading,hepatobiliary,bile_duct_abnormality,"Beaded bile ducts, Beaded appearance of the bile ducts",observation,,
periductal_edema,hepatobiliary,bile_duct_abnormality,,observation,,
pneumobilia,hepatobiliary,bile_duct_abnormality,Aerobilia,observation,,OIFM_OIDM_541862
biliary_enteric_fistula,hepatobiliary,bile_duct_abnormality,,diagnosis,,OIFM_GMTS_001486
gallstone_within_common_bile_duct,hepatobiliary,bile_duct_calculus,"Choledocholithiasis, CBD stone",observation,,
gallstone_within_cystic_duct,hepatobiliary,bile_duct_calculus,,observation,,
gallstone_within_intrahepatic_duct,hepatobiliary,bile_duct_calculus,Hepatolithiasis,observation,,
choledochal_cyst,hepatobiliary,bile_duct_abnormality,,diagnosis,,
periampullary_diverticulum,gastrointestinal_tract,small_bowel_abnormality,periampullary duodenal diverticulum,observation,,
soft_tissue_thickening_of_ampulla,hepatobiliary,bile_duct_abnormality,,observation,,
sphincterotomy,hepatobiliary,bile_duct_postsurgical_change,,observation,,
choledochoduodenostomy,hepatobiliary,bile_duct_postsurgical_change,,observation,,
choledochojejunostomy,hepatobiliary,bile_duct_postsurgical_change,,observation,,
hepaticojejunostomy,hepatobiliary,bile_duct_postsurgical_change,,observation,,
biliary_stent,extrinsic,hardware,,observation,,OIFM_OIDM_576191
lumen_apposing_metallic_stent,extrinsic,hardware,LAMS,observation,,
internal_biliary_catheter,extrinsic,biliary_drainage_catheter,,observation,,
percutaneous_biliary_catheter,extrinsic,biliary_drainage_catheter,PTC catheter,observation,,
percutaneous_cholecystostomy_catheter,extrinsic,support_apparatus,,observation,,
pancreatic_abnormality,pancreas,,,,,
pancreatic_postsurgical_change,pancreas,,,,,
pancreatic_lesion,pancreas,pancreatic_abnormality,Pancreatic mass,,,OIFM_OIDM_371547
pancreatic_neoplasm,pancreas,pancreatic_lesion,,,,
